rank,udise_code,school,address,school_lat,school_lng,settlement,cluster,zone,distance_m,is_nearest
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Kaveramma temple,Jayanagar,South,295,yes
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Urs colony,Jayanagar,South,1191,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Indira G colony,Jayanagar,South,1386,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Ragigudda I,Jayanagar,South,2411,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Ragigudda II,Jayanagar,South,2411,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Vinoba nagar,KR Market,Central,2783,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Gurappa Garden,KR Market,Central,2810,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Rajendra Nagar I,Koramangala,South,2946,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Ramanna Garden,KR Market,Central,3079,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Geetanajali,Koramangala,South,3086,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Shastri Nagar,Koramangala,South,3243,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Siddarth nagar,Anekal,South,3272,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Samatha nagar,Koramangala,South,3619,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,Indira Gandhi slum Ejipura,Koramangala,South,3763,no
6,29200911821,CORPORATION HS,8th Main Byrasandra Jayanagara 1st block east8th main Byrasandra Jayanagara 1st block,12.9331225,77.5925583,New Tharagupet,KR Market,Central,3816,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Hoysala Nagar,Nagarbhavi,Central,327,yes
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Krishnappa Garden,Yeshwantpur,West,418,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Nanjarasappa Badavane,Nagarbhavi,Central,861,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Kurilingappa Garden,Nagarbhavi,Central,1149,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Devegowda slum,Nagarbhavi,Central,1239,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Kanaka Nagar,Nagarbhavi,Central,1246,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Patankot,Nagarbhavi,Central,1311,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Gangondanahalli,Nagarbhavi,Central,1504,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Sarkari Oni,Yeshwantpur,West,2364,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Corporation Colony,Nagarbhavi,Central,2402,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Venkateshwara slum,Nagarbhavi,Central,2426,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Thimmenahalli,Nagarbhavi,Central,2511,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Ambedkar Quarters,Nagarbhavi,Central,2538,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Ambedkar Nagar-105,Nagarbhavi,Central,2538,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Sumanahalli,Peenya North,North,2557,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Kottigepalya,Peenya North,North,2567,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,AK Colony,JJR Nagar,Central,2768,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Ganapathi Slum,Nagarbhavi,Central,2825,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Atmajyothi Nagar,Ullalu,West,2916,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Gada,JJR Nagar,Central,2982,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,AK Badavane,JJR Nagar,Central,3034,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Arfath Nagar I & II,JJR Nagar,Central,3112,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Narasimaiah Colony,JJR Nagar,Central,3171,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Devarajurs Nagar,JJR Nagar,Central,3310,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,D'souza Nagar,Nagarbhavi,Central,3349,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,7th & 8th Mn Rd Padarayanapura,JJR Nagar,Central,3387,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Mutthurayana Nagar,Nagarbhavi,Central,3397,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Vinayaka Nagar,JJR Nagar,Central,3433,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Sanjay Nagar,JJR Nagar,Central,3479,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Janata Colony,JJR Nagar,Central,3539,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Veerabhadra Nagar,Nagarbhavi,Central,3548,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Javaregoudana Doddi,Nagarbhavi,Central,3674,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Boomatha Seva Sangha,JJR Nagar,Central,3684,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Chamundi Slum,Nagarbhavi,Central,3750,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Ambedkar Nagar,Ullalu,West,3756,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,VS Garden,Rayapuram,Central,3785,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Farookhiya Nagar I & II,JJR Nagar,Central,3796,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,Handigudisalu,Majestic,North,3798,no
7,29200804114,BBMP PU COLLEGE BAIRAVESHWARANAGARA,", SOUTH2, BENGALURU U SOUTH",12.9632102,77.5189524,IPD Salappa Layout,Rayapuram,Central,3802,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Saw Mill Lane,KR Market,Central,350,yes
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Bhakshi Garden I & II,KR Market,Central,359,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Jolly Mohalla,KR Market,Central,436,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Velmurugapuram,KR Market,Central,547,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Cheluvadipalya,KR Market,Central,565,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Sidhartha Nagar,KR Market,Central,634,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Bhangi Colony,KR Market,Central,725,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Old Pension Mohalla,KR Market,Central,745,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,VST colony,Majestic,North,813,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Giripuram,KR Market,Central,856,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,New Tharagupet,KR Market,Central,873,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Anandapuram I & II,KR Market,Central,898,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Himalaya Huts,Majestic,North,943,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Nagamma Nagar,JJR Nagar,Central,955,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Anjanappa Garden I & II,KR Market,Central,958,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Adimoola Compound,KR Market,Central,962,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Anjaneya Temple,KR Market,Central,1003,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Keshava Nagar,JJR Nagar,Central,1030,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Tippu Nagar,KR Market,Central,1034,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Vinny Colony,JJR Nagar,Central,1047,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Ashwath Nagar,JJR Nagar,Central,1076,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Minerva Mill,Majestic,North,1179,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Gopalpura,Majestic,North,1363,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Lakshmanapuri,Majestic,North,1399,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Ambedkar Nagar-97,Majestic,North,1559,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,JJR Nagar North,Rayapuram,Central,1582,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,JCW Nagar,Majestic,North,1596,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Okalipuram,Majestic,North,1657,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,JJR Nagar South,Rayapuram,Central,1691,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,VV Giri colony,Majestic,North,1702,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Harikunte,Rayapuram,Central,1740,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Hanumanthappa Colony,Majestic,North,1759,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Rasaldhar Street,Majestic,North,1832,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Ramanna Garden,KR Market,Central,1834,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Vivekananda Nagar,Majestic,North,1852,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Gurappa Garden,KR Market,Central,1913,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,IPD Salappa Layout,Rayapuram,Central,1946,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,VS Garden,Rayapuram,Central,1957,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Handigudisalu,Majestic,North,1958,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Vinoba nagar,KR Market,Central,1976,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Hanumanthapura,Majestic,North,2066,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Farookhiya Nagar I & II,JJR Nagar,Central,2073,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Kasturi Nagar,Majestic,North,2165,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Srirampura,Majestic,North,2232,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Gawtham Nagar,Majestic,North,2236,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Swathanthra Nagar,Majestic,North,2308,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,RKS,Majestic,North,2323,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Boomatha Seva Sangha,JJR Nagar,Central,2360,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,7th & 8th Mn Rd Padarayanapura,JJR Nagar,Central,2364,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Janata Colony,JJR Nagar,Central,2392,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Railway Station/Ambedkar Nagar,Majestic,North,2467,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Vinayaka Nagar,JJR Nagar,Central,2527,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Dayananda Nagar,Majestic,North,2563,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Devarajurs Nagar,JJR Nagar,Central,2587,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Arfath Nagar I & II,JJR Nagar,Central,2670,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Valluvarpurm,Majestic,North,2750,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Gada,JJR Nagar,Central,2789,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Vivekananda block,Majestic,North,3128,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Sanjay Nagar,JJR Nagar,Central,3134,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Anjaneya block,Majestic,North,3175,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Sarkari Oni,Yeshwantpur,West,3416,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Narasimaiah Colony,JJR Nagar,Central,3448,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,AK Colony,JJR Nagar,Central,3797,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,Thimmenahalli,Nagarbhavi,Central,3817,no
8,29200800715,MAHANAGARA PALIKE KLPS COTTONP,BBMP LOWER PRIMARY SCHOOL AKKIPETE COTTONPETE B-53,12.96938,77.57156,AK Badavane,JJR Nagar,Central,3940,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Valluvarpurm,Majestic,North,372,yes
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Railway Station/Ambedkar Nagar,Majestic,North,649,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,RKS,Majestic,North,795,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Swathanthra Nagar,Majestic,North,798,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Dayananda Nagar,Majestic,North,807,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Srirampura,Majestic,North,871,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Gawtham Nagar,Majestic,North,890,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Vivekananda block,Majestic,North,902,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Anjaneya block,Majestic,North,918,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Kasturi Nagar,Majestic,North,968,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Hanumanthapura,Majestic,North,1037,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Vivekananda Nagar,Majestic,North,1250,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Rasaldhar Street,Majestic,North,1376,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Hanumanthappa Colony,Majestic,North,1381,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Okalipuram,Majestic,North,1471,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Ambedkar Nagar-97,Majestic,North,1549,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,VV Giri colony,Majestic,North,1569,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,JCW Nagar,Majestic,North,1623,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Lakshmanapuri,Majestic,North,1741,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Bheemshakthi Slum,Yeshwantpur,West,2206,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Minerva Mill,Majestic,North,2235,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Gopalpura,Majestic,North,2362,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Himalaya Huts,Majestic,North,2466,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,VST colony,Majestic,North,2489,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Ashwath Nagar,JJR Nagar,Central,2599,no
9,29280503813,BBMP HIGH SCHOOL LAGGERE,"BBMP HIGH SCHOOL, LAGGERE, BENGALURU",12.9969935,77.567462,Vinny Colony,JJR Nagar,Central,2656,no
